INAME,CPARTNO,CDRGNO,ICODE,IQTYIN,NAME,STAGE,VCHNUM,VCHDATE,ENT_BY,TYPE,ENT_DT,WOLINK,,
FG-TOP HOUSING-2 DOUBLE STACK FEEDER_DB72114AXG180X,DB72114AXG180X,-,90213980,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG- TOP HOUSING-2 FEEDER DOUBLE STACK_DB72114AXG135X,DB72114AXG135X,-,90213451,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-DS VE TH-3 3200A 3P4W(50%N) .5X.75M_DB72503CIGCAHX,DB72503CIGCAHX,-,90214010,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-VE SH S2 3200A 3P4W(50%N) .7X.95M_DB72506CIGGALX,DB72506CIGGALX,-,90214019,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP HOUSING-2 FEEDER DOUBLE STACK_DB72114AXG185X,DB72114AXG185X,-,90213981,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-HE TH-1 3P4W(50%N) .6X.5M_DB72122BXGEACX,DB72122BXGEACX,-,90213990,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-HE SH-1 1600A 3P4W(50%N) .5X.55M_DB72123BFGCADX,DB72123BFGCADX,-,90213991,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-DS VE TH-1 3200A 3P4W(50%N) .5X.75M_DB72501CIGCAHX,DB72501CIGCAHX,-,90214006,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-DS VE TH-2 3200A 3P4W(50%N) .7X.95M_DB72502CIGGALX,DB72502CIGGALX,-,90214009,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AFC180X,DB72112AFC180X,-,90200863,4,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-VE SH S1 3200A 3P4W(50%N) .7X.95M_DB72505CIGGALX,DB72505CIGGALX,-,90214015,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-SIDE HOUSING FEEDER_DB72112AFG155X,DB72112AFG155X,-,90213962,6,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP HOUSING-1 FEEDER DOUBLE STACK_DB72113AXG235X,DB72113AXG235X,-,90213975,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-SIDE HOUSING-1 HE_DB72123BFGVAVX,DB72123BFGVAVX,-,90213993,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP/BOTTOM HOUSING_DB72111AXG180X,DB72111AXG180X,-,90212499,4,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG- TOP HOUSING-1 FEEDER DOUBLE STACK_DB72113AXG085X,DB72113AXG085X,-,90213126,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG- TOP/BOTTOM HOUSING-1 FEEDER_DB72111AXG135X,DB72111AXG135X,-,90213441,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-VE TH-2 1600A 3P4W(50%N) .4X.4M_DB72132CFGUAUX,DB72132CFGUAUX,-,90214004,4,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-  DB72111AXG095X  TOP/BOTTOM HOUSING,DB72111AXG095X,-,90100015,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG- TOP HOUSING-2 FEEDER DOUBLE STACK_DB72114AXG085X,DB72114AXG085X,-,90213133,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP HOUSING-1 FEEDER DOUBLE STACK_DB72113AXG205X,DB72113AXG205X,-,90213974,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-HE T/BH 3P4W(50%N) .5X.6M_DB72121BXGCAEX,DB72121BXGCAEX,-,90213985,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-VE SH S2 3200A 3P4W(50%N) .5X.75M_DB72506CIGCAHX,DB72506CIGCAHX,-,90214018,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FD_S/H_ DB72112AFC085X _L580_FAB,DB72112AFC085X _L580,-,90211084,4,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AFC095X,DB72112AFC095X.,-,90200043,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG- SIDE HOUSING FEEDER_DB72112AFG220X,DB72112AFG220X,-,90213123,4,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP HOUSING-2 FEEDER DOUBLE STACK_DB72114AXG070X,DB72114AXG070X,-,90213977,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FD_S/H_ DB72112AFC070X _L430_FAB,DB72112AFC070X _L430,-,90211081,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP/BOTTOM HOUSING-1 FEEDER_DB72111AXG235X,DB72111AXG235X,-,90213957,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-VOE SH2 2000A 4W50%N .4X.85X.4M_DB72153HGGUJUX,DB72153HGGUJUX,-,90214024,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP HOUSING-2 FEEDER DOUBLE STACK_DB72114AXG205X,DB72114AXG205X,-,90213982,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-HE SH-1 1600A 3P4W(50%N) .6X.5M_DB72123BFGEACX,DB72123BFGEACX,-,90213992,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AFC155X,DB72112AFC155X,-,90200862,6,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AFC205X,DB72112AFC205X,-,90200633,4,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP/BOTTOM HOUSING-1 FEEDER_DB72111AXG090X,DB72111AXG090X,-,90213954,8,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-SIDE HOUSING FEEDER_DB72112AFG050X,DB72112AFG050X,-,90213958,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-FD SH 1600A 3P4W(50%N) 1.85M_DB72112AFG185X,DB72112AFG185X,-,90213964,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP HOUSING -1 HE_DB72121BXGVAVX,DB72121BXGVAVX,-,90213988,4,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-VE SH S1 3200A 3P4W(50%N) .5X.75M_DB72505CIGCAHX,DB72505CIGCAHX,-,90214014,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-SIDE HOUSING-1 HE_DB72123BGGCACX,DB72123BGGCACX,-,90213994,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-HE TH-2 3P4W(50%N) .5X.6M_DB72125BXGCAEX,DB72125BXGCAEX,-,90214001,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-VE SH 1600A 3P4W(50%N) .4X.4M_DB72133CFGUAUX,DB72133CFGUAUX,-,90214005,8,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-HE SH-2 1600A 3P4W(50%N) .5X.55M_DB72124BFGCADX,DB72124BFGCADX,-,90213996,2,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP HOUSING -1 HE_DB72121BXGCADX,DB72121BXGCADX,-,90213984,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-TOP HOUSING 2 HE_DB72122BXGCADX,DB72122BXGCADX,-,90213989,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-DS VE TH-3 3200A 3P4W(50%N) .7X.95M_DB72503CIGGALX,DB72503CIGGALX,-,90214011,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-VE SH S1 3200A 3P4W(50%N) .95X.7M_DB72505CIGLAGX,DB72505CIGLAGX,-,90214017,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG-  DB72114AXG095X  TOP HOUSING-2 FEEDER DOUBLE STACK,DB72114AXG095X,-,90100031,1,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AFC090X,DB72112AFC090X,-,90200260,8,PDI-FGS,69,000077,16/01/2024,SPT,50,16/01/2024,,,
SIDE DUCT 53 INCH FEEDER,45217-270-053,-,91220053,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 104 INCH FEEDER,45217-270-104,-,91220046,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 54 INCH FEEDER 5000A,45217-027-07-54,-,91221858,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 45 INCH FEEDER 5000A,45217-048-03-45,-,91221954,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 75 INCH FEEDER 2500A,45217-044-05-75,-,91221249,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 39 INCH FEEDER 5000A,45217-027-07-39,-,91221843,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 33 INCH FEEDER,45217-270-033,-,91220017,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 79 INCH FEEDER 5000A,45217-027-07-79,-,91221883,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 27 INCH FEEDER 2500A,45217-037-01-27,-,91221306,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 63 INCH FEEDER 2500A,45217-044-05-63,-,91221237,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
FG-EDWISE HANGER SLING 3200A,45216-137-08-N,-,91222737,80,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 7 FEET FEEDER 5000A,45217-027-07-84,-,91221888,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 104 INCH FEEDER 5000A,45217-048-03-104,-,91222013,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 45 INCH FEEDER,45217-270-045,-,91220028,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 5 FEET FEEDER 5000A,45217-048-03-60,-,91221969,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 35 INCH FEEDER 5000A,45217-027-07-35,-,91221839,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
BUSWAYSIDE_45217-270-05,45217-270-05.,-,91222707,22,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 28 INCH FEEDER 5000A,45217-027-07-28,-,91221832,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 6 FEET FEEDER 5000A,45217-048-03-72,-,91221981,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 10 FEET FEEDER 5000A,45217-027-07,-,91221819,10,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 87 INCH FEEDER 2500A,45217-037-01-87,-,91221366,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 57 INCH FEEDER 2500A,45217-044-05-57,-,91221231,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 63 INCH FEEDER 5000A,45217-048-03-63,-,91221972,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 57 INCH FEEDER,45217-270-057,-,91220035,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 10 FEET FEEDER 2500A,45217-044-05,-,91221189,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 27 INCH FEEDER 2500A,45217-044-05-27,-,91221201,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 5 FEET FEEDER 5000A,45217-027-07-60,-,91221864,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 5 FEET FEEDER,45217-270-060,-,91220037,4,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 7 FEET FEEDER 5000A,45217-048-03-84,-,91221993,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
FEED SIDE 6_45217-270-03,45217-270-03.,-,91222706,4,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 7 FEET FEEDER,45217-270-084,-,91220067,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
BRACKET FOR EDGEWISE HANGER_45216-136-01-N,45216-136-01-N,-,91222730,203,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 104 INCH FEEDER 5000A,45217-027-07-104,-,91221908,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 74 INCH FEEDER 5000A,45217-048-03-74,-,91221983,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 35 INCH FEEDER 5000A,45217-048-03-35,-,91221944,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 45 INCH FEEDER 5000A,45217-027-07-45,-,91221849,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
FG-SUPPORT FOR FLATWISE HANGER 32,45217-398-03-N,-,91222746,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 75 INCH FEEDER,45217-270-075,-,91220062,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 103 INCH FEEDER 5000A,45217-048-03-103,-,91222012,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
FG-CLAMP FOR SPRING HANGE_45216-209-01-N,45216-209-01-N,-,91222731,100,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
FG-SUPPORT FOR FLATWISE HANGER 50,45217-398-07-N,-,91222747,25,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 63 INCH FEEDER 5000A,45217-027-07-63,-,91221867,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 10 FEET FEEDER 5000A,45217-048-03,-,91221924,10,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 10 FEET FEEDER 2500A,45217-037-01,-,91221294,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 53 INCH FEEDER 2500A,45217-044-05-53,-,91221227,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 74 INCH FEEDER 5000A,45217-027-07-74,-,91221878,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 87 INCH FEEDER 2500A,45217-044-05-87,-,91221261,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 35 INCH FEEDER,45217-270-035,-,91220019,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 6 FEET FEEDER 5000A,45217-027-07-72,-,91221876,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 33 INCH FEEDER 5000A,45217-027-07-33,-,91221837,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 63 INCH FEEDER,45217-270-063,-,91220055,6,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 79 INCH FEEDER 5000A,45217-048-03-79,-,91221988,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 57 INCH FEEDER 2500A,45217-037-01-57,-,91221336,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 27 INCH FEEDER,45217-270-027,-,91220049,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 54 INCH FEEDER,45217-270-054,-,91222698,4,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 39 INCH FEEDER 5000A,45217-048-03-39,-,91221948,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT TOP 103 INCH FEEDER 5000A,45217-027-07-103,-,91221907,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
FG-EDGEWISE HANGER SLING 2000A,45216-137-05-N,-,91222740,90,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
EDGEWISE HANGER SLING12_45216-137-02-N,45216-137-02-N,-,91222729,100,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 75 INCH FEEDER 2500A,45217-037-01-75,-,91221354,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 33 INCH FEEDER 5000A,45217-048-03-33,-,91221942,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 53 INCH FEEDER 2500A,45217-037-01-53,-,91221332,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 63 INCH FEEDER 2500A,45217-037-01-63,-,91221342,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 54 INCH FEEDER 5000A,45217-048-03-54,-,91221963,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 103 INCH FEEDER,45217-270-103,-,91220081,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
DUCT BOTTOM 28 INCH FEEDER 5000A,45217-048-03-28,-,91221937,1,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 79 INCH FEEDER,45217-270-079,-,91222702,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 28 INCH FEEDER,45217-270-028,-,91220001,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 74 INCH FEEDER,45217-270-074,-,91220061,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 39 INCH FEEDER,45217-270-039,-,91220022,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
SIDE DUCT 87 INCH FEEDER,45217-270-087,-,91220070,2,PDI-FGS,69,000076,15/01/2024,SPT,50,15/01/2024,,,
FG-SIDE HOUSING FEEDER_DB72112AHC125X,DB72112AHC125X,-,90211768,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-CEL SH1 2000A 3P4W .4X.4X.3M_DB72163JGCUUWX,DB72163JGCUUWX,-,90213940,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-SIDE HOUSING FEEDER_DB72112AGC295X,DB72112AGC295X,-,90213944,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-VEFE SH-1 2000A 3P4W .9X.5M_DB72201OGCKACB,DB72201OGCKACB,-,90213945,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-   FLANGE SUPPORT,DB72004XXXXXXX,-,90010045,4,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AHC300X,DB72112AHC300X,-,90200114,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-   FD T/BH 3P4W 3M,DB72111AXC300X,-,90010018,4,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-CEL SH2 2500A 3P4W .45X.45X.3M_DB72164JHCBBWX,DB72164JHCBBWX,-,90213943,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-VEFE TH-2 2500A 3P4W .9X.5M_DB72204OHCKACX,DB72204OHCKACX,-,90213952,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-CEL TH1 2500A 3P4W .45X.45X.3M_DB72161JHCBBWX,DB72161JHCBBWX,-,90213937,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-CEL TH2 2000A 3P4W .4X.4X.3M_DB72162JGCUUWX,DB72162JGCUUWX,-,90213938,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-VEFE TH-1 2000A 3P4W .9X.5M_DB72203OGCKACX,DB72203OGCKACX,-,90213949,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-CEL TH2 2500A 3P4W .45X.45X.3M_DB72162JHCBBWX,DB72162JHCBBWX,-,90213939,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-VEFE SH-2 2000A 3P4W .9X.5M_DB72202OGCKACB,DB72202OGCKACB,-,90213947,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-   FD T/BH 3P4W 1.25M,DB72111AXC125X,-,90010008,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AGC110X,DB72112AGC110X.,-,90200021,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-   JOINT COVER,DB75031XXXXXXX,-,90010001,20,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
SUPPORT PLATE 2500A 3P4W 130P,DB72003XHCXXXB,-,90211572,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-CEL SH1 2500A 3P4W .45X.45X.3M_DB72163JHCBBWX,DB72163JHCBBWX,-,90213941,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG_TOP/BOTTOM HOUSING FEEDER 3P4W 2.9 MTR_DB72111AXC290X,DB72111AXC290X,-,90211623,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-VEFE SH-2 2500A 3P4W .9X.5M_DB72202OHCKACB,DB72202OHCKACB,-,90213948,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-   FD T/BH 3P4W 1.1M,DB72111AXC110X,-,90010006,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG_SIDE HOUSING FEEDER_DB72112AHC290X,DB72112AHC290X,-,90211628,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-TOP HOUSING 1 CE-L_DB72161JGCUUWX,DB72161JGCUUWX,-,90213936,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-VEFE SH-1 2500A 3P4W .9X.5M_DB72201OHCKACB,DB72201OHCKACB,-,90213946,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-VEFE TH-1 2500A 3P4W .9X.5M_DB72203OHCKACX,DB72203OHCKACX,-,90213950,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-   FD SH 2000A 3P4W 3M,DB72112AGC300X,-,90010042,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-VEFE TH-2 2000A 3P4W .9X.5M_DB72204OGCKACX,DB72204OGCKACX,-,90213951,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG_TOP/BOTTOM HOUSING FEEDER 3P4W 2.95 MTR_DB72111AXC295X,DB72111AXC295X,-,90200259,2,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG_SUPPORT PLATE_DB72003XGCXXXB,DB72003XGCXXXB,-,90200139,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
FG-CEL SH2 2000A 3P4W .4X.4X.3M_DB72164JGCUUWX,DB72164JGCUUWX,-,90213942,1,PDI-FGS,69,000075,14/01/2024,SPT,50,14/01/2024,,,
DUCT TOP 10 FEET FEEDER 4000A,45217-027-08,-,91221609,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT TOP 35 INCH FEEDER 3200A,45217-044-07-35,-,91221419,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT TOP 33 INCH FEEDER 3200A,45217-044-07-33,-,91221417,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT BOTTOM 32 INCH FEEDER 3200A,45217-037-03-32,-,91221521,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
SIDE DUCT 22 INCH FEEDER,45217-270-022,-,91220009,2,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT BOTTOM 35 INCH FEEDER 3200A,45217-037-03-35,-,91221524,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT BOTTOM 33 INCH FEEDER 3200A,45217-037-03-33,-,91221522,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT BOTTOM 96 INCH FEEDER 4000A,45217-048-04-96,-,91221795,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
SIDE DUCT 43 INCH FEEDER,45217-270-043,-,91220026,2,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT BOTTOM 19 INCH FEEDER 3200A,45217-037-03-19,-,91221508,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT TOP 19 INCH FEEDER 3200A,45217-044-07-19,-,91221403,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT TOP 22 INCH FEEDER 3200A,45217-044-07-22,-,91221406,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
SIDE DUCT 35 INCH FEEDER,45217-270-035,-,91220019,2,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT BOTTOM 10 FEET FEEDER 4000A,45217-048-04,-,91221714,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT BOTTOM 22 INCH FEEDER 3200A,45217-037-03-22,-,91221511,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
SIDE DUCT 27 INCH FEEDER,45217-270-027,-,91220049,2,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT BOTTOM 43 INCH FEEDER 3200A,45217-037-03-43,-,91221532,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
DUCT TOP 34 INCH FEEDER 3200A,45217-044-07-34,-,91221418,1,PDI-FGS,69,000074,11/01/2024,SPT,50,11/01/2024,,,
